game_id,frame_id,is_occluded,split,board_correct,x_squares,wrong_squares,num_square_errors,repair_applied,repair_log
game4_per_frame,14392,True,test,False,"b8,b7,c6",a8,1,False,
game4_per_frame,14428,False,test,True,,,0,False,
game4_per_frame,16232,False,test,True,,,0,False,
game4_per_frame,19684,False,test,True,,,0,False,
game4_per_frame,24552,False,test,True,,,0,False,
game4_per_frame,24584,False,test,True,,,0,False,
game4_per_frame,26828,False,test,True,,,0,False,
game4_per_frame,27112,False,test,True,,,0,False,
game4_per_frame,31960,False,test,True,h8,,0,True,h8: k → X (p=0.952)
game4_per_frame,32320,True,test,True,"f8,g8,h8",,0,False,
game4_per_frame,32808,False,test,True,,,0,False,
game4_per_frame,34236,True,test,True,b8,,0,False,
game4_per_frame,34392,False,test,True,,,0,False,
game4_per_frame,35056,True,test,True,"b8,c8,c7,d7,d6",,0,False,
game4_per_frame,35924,False,test,True,,,0,False,
game4_per_frame,36224,True,test,True,,,0,False,
game4_per_frame,36556,False,test,True,,,0,False,
game4_per_frame,36740,True,test,False,,"f8,g8",2,False,
game4_per_frame,36796,True,test,True,g8,,0,False,
game4_per_frame,36984,True,test,True,"d7,d5,f2,f1",,0,False,
game4_per_frame,37024,True,test,False,"f8,h8",g8,1,False,
game4_per_frame,37108,False,test,True,,,0,False,
game4_per_frame,37208,True,test,False,"f8,g8,h8,c5,d3,d2,c1,d1",d5,1,False,
game4_per_frame,37264,False,test,True,,,0,False,
game4_per_frame,37340,False,test,True,,,0,False,
game4_per_frame,37392,True,test,False,"f8,h7,b1",g8,1,True,f8: R → X (p=0.962)
game4_per_frame,37576,True,test,True,"f8,g8,h8,g7,h7,d1",,0,True,h8: k → X (p=0.752)
game4_per_frame,37596,True,test,True,,,0,False,
game4_per_frame,37940,False,test,True,,,0,False,
game4_per_frame,38236,True,test,True,"a8,d7,e7,e1",,0,False,
game4_per_frame,38244,True,test,False,"f6,f2","f7,f4",2,False,
game4_per_frame,38260,True,test,False,"e7,e6,f6,e4",f7,1,False,
game4_per_frame,38308,True,test,True,"e4,f2,f1",,0,False,
game4_per_frame,38316,True,test,True,,,0,False,
game4_per_frame,38336,True,test,True,b2,,0,False,
game4_per_frame,38360,False,test,True,,,0,False,
game4_per_frame,38424,True,test,True,"b8,c8,c7,d6,e6,e5,f5,g5,f4",,0,False,
game4_per_frame,38804,True,test,False,"f8,g5,g4","g6,h5",2,False,
game4_per_frame,38816,True,test,True,"f8,g8,f7,g7,f6,f5,f4,f3,f2",,0,False,
game4_per_frame,38852,True,test,True,"g3,h2,g1",,0,False,
game4_per_frame,38976,True,test,True,"e5,f1",,0,False,
game4_per_frame,39032,True,test,True,"f8,g8,g7,h7",,0,True,h7: k → X (p=0.966)
game4_per_frame,39056,True,test,False,h2,h8,1,False,
game4_per_frame,39060,True,test,False,"f8,h2",g8,1,False,
game4_per_frame,39084,True,test,True,,,0,False,
game5_per_frame,724,True,test,False,h2,h1,1,True,h2: P → X (p=0.770)
game5_per_frame,2552,False,test,True,,,0,False,
game5_per_frame,2924,False,test,True,g1,,0,True,g1: R → X (p=0.956)
game5_per_frame,8600,True,test,False,"e8,f8,c7,d7,e7,a6,b6,c6",h5,1,True,e8: k → X (p=0.865) | d7: k → X (p=0.923)
game5_per_frame,9500,False,test,True,,,0,False,
game5_per_frame,11884,False,test,True,,,0,False,
game5_per_frame,14124,False,test,True,,,0,False,
game5_per_frame,15364,False,test,True,,,0,False,
game5_per_frame,24528,False,test,True,,,0,False,
game5_per_frame,24560,False,test,True,,,0,False,
game5_per_frame,24756,False,test,True,,,0,False,
game5_per_frame,24796,True,test,False,"d8,e8,f8",d7,1,False,
game5_per_frame,25744,False,test,True,,,0,False,
game5_per_frame,27140,False,test,False,,b5,1,False,
game5_per_frame,28228,False,test,False,,b5,1,False,
game5_per_frame,29960,False,test,True,b5,,0,False,
game5_per_frame,32060,False,test,True,,,0,False,
game5_per_frame,32988,False,test,True,,,0,False,
game5_per_frame,33260,False,test,True,,,0,False,
game5_per_frame,33636,False,test,True,,,0,False,
game5_per_frame,34084,False,test,True,,,0,False,
game5_per_frame,34436,False,test,False,,c3,1,False,
game6_per_frame,36,False,test,True,c1,,0,True,c1: N → X (p=0.978)
game6_per_frame,492,True,test,False,"d8,c1,e1,f1,g1","g2,h2",2,True,c1: N → X (p=0.799)
game6_per_frame,616,True,test,True,"g8,h8",,0,False,
game6_per_frame,808,True,test,False,"e8,f8,h8,h7",g8,1,True,e8: n → X (p=0.967)
game6_per_frame,1024,False,test,True,,,0,False,
game6_per_frame,1036,True,test,True,"d8,c7",,0,False,
game6_per_frame,6224,True,test,True,"e1,f1",,0,True,e1: r → X (p=0.964) | f1: q → X (p=0.823)
game6_per_frame,8048,True,test,True,,,0,False,
game6_per_frame,20160,False,test,True,,,0,False,
game6_per_frame,20524,True,test,True,"f3,g3,h3,f2,g2,h2,e1,f1",,0,True,f2: k → X (p=0.762)
game6_per_frame,20536,True,test,True,h8,,0,False,
game6_per_frame,29736,True,test,True,"g7,f6,g2,f1,g1",,0,False,
game6_per_frame,30504,True,test,True,d1,,0,False,
game6_per_frame,31776,True,test,False,"c7,d7,d5",a8,1,False,
game6_per_frame,32080,True,test,False,"d8,d7,e7,e6,f5,g4,h4,a1,b1,c1","f6,g5,b2",3,False,
game6_per_frame,32440,False,test,True,,,0,False,
game6_per_frame,32968,False,test,True,,,0,False,
game6_per_frame,33372,False,test,True,,,0,False,
game6_per_frame,33612,True,test,True,"d8,f1,g1",,0,False,
game6_per_frame,33628,True,test,True,"g8,h8,h7",,0,True,h7: k → X (p=0.887)
game7_per_frame,428,True,test,False,"d8,e8,f8,g8,h8,g7,h7","d4,d2",2,False,
game7_per_frame,696,True,test,False,"e8,f8,g8,h8,h7,b2,c2,c1,d1","d8,g7",2,True,d1: R → X (p=1.000)
game7_per_frame,760,True,test,False,"f8,h8,h7",g7,1,False,
game7_per_frame,776,True,test,True,"d8,e8,f8,g3",,0,True,f8: r → X (p=0.887)
game7_per_frame,1820,True,test,True,"g8,h8",,0,False,
game7_per_frame,4752,False,test,True,,,0,False,
game7_per_frame,18136,False,test,True,,,0,False,
game7_per_frame,25640,False,test,True,,,0,False,
game7_per_frame,28516,True,test,True,"a8,a7,b7,b6,c6,c5,d5",,0,True,c6: k → X (p=0.972)
game7_per_frame,28972,True,test,False,"a8,b8,a7,b7,c7,b6,c6,c5,d5",e4,1,True,d5: k → X (p=0.835)
